Id,SalePrice
1461,117828.9715
1462,151180.111
1463,179675.2727
1464,186454.1737
1465,198103.3699
1466,183242.3279
1467,171226.7138
1468,173995.6048
1469,181377.176
1470,120882.6927
1471,183116.7239
1472,99086.73734
1473,99699.58659
1474,154519.6491
1475,139648.6578
1476,384136.6023
1477,254641.2311
1478,332139.258
1479,305215.901
1480,493248.7347
1481,328663.3854
1482,213697.2507
1483,174499.0158
1484,168678.9968
1485,176326.6787
1486,204541.3443
1487,327102.309
1488,242414.9928
1489,193900.6639
1490,204837.8911
1491,189375.7862
1492,106331.9345
1493,167066.9975
1494,291080.9687
1495,301471.2748
1496,219186.2728
1497,187807.0009
1498,155574.3942
1499,155959.0932
1500,167595.0089
1501,174559.6995
1502,152555.3897
1503,261583.5796
1504,235910.5874
1505,218841.8347
1506,201107.2001
1507,243956.6152
1508,192961.8552
1509,170206.5227
1510,147124.6817
1511,153584.4238
1512,167007.5872
1513,150927.229
1514,139719.5387
1515,165504.2143
1516,153366.1675
1517,146428.7346
1518,133562.8256
1519,194211.1786
1520,136596.1856
1521,144009.3826
1522,163575.0563
1523,122387.0288
1524,134798.7512
1525,123831.5275
1526,122556.6759
1527,110659.8147
1528,132688.1429
1529,150536.6325
1530,161081.8086
1531,138217.3469
1532,105742.5452
1533,140599.9518
1534,115864.9588
1535,142446.3845
1536,118710.0201
1537,85225.867
1538,157372.8539
1539,210663.7263
1540,118311.2335
1541,139098.5223
1542,143567.9179
1543,189023.3881
1544,83251.00302
1545,105571.6057
1546,127807.6938
1547,138224.6335
1548,137375.909
1549,115794.4508
1550,150380.7049
1551,117075.9061
1552,142365.4165
1553,134304.2218
1554,117422.0305
1555,182007.3804
1556,138726.5203
1557,130816.482
1558,108677.834
1559,126985.7856
1560,152135.0483
1561,142425.344
1562,124990.269
1563,127608.2131
1564,152944.6805
1565,151352.1396
1566,213944.6235
1567,93422.22991
1568,220617.3718
1569,143174.1726
1570,137794.3486
1571,130691.589
1572,138525.9055
1573,196270.5024
1574,129602.5692
1575,192220.1472
1576,213499.4274
1577,193016.7343
1578,153721.3611
1579,141732.8471
1580,190945.1688
1581,134217.1357
1582,129887.2429
1583,302357.4093
1584,236261.3344
1585,140276.1239
1586,77651.87613
1587,105001.4905
1588,142430.2423
1589,100220.0144
1590,128849.8333
1591,104222.6576
1592,135015.8208
1593,129401.9954
1594,159167.257
1595,140902.4042
1596,231462.2021
1597,190478.0582
1598,195296.75
1599,169922.1791
1600,180131.9398
1601,79551.50663
1602,113275.4318
1603,97289.68387
1604,294351.8934
1605,233879.7078
1606,167469.9916
1607,169497.8127
1608,206203.5779
1609,191672.1576
